,OR,date,s_min,s_max,s_skew,s_kurt,d_min,d_max,d_skew,d_kurt,i_min,i_max,i_skew,i_kurt,c_min,c_max,c_skew,c_kurt
15,3203,20210122,29746,33359,-0.958631727605006,-1.0379420284828187,26712,30285,-0.9496307301395879,-1.0414595851305044,314.254,358.199,-1.1232476104419837,-0.2631260754265239,213.959,243.879,-1.1232181171246598,-0.2632268966165312
16,3073,20210123,29746,33359,-0.9918306145434865,-0.9248433081491036,26712,30285,-0.9601570623359865,-1.004720158282952,314.254,358.199,-1.1493371527210101,-0.1805528256910356,213.959,243.879,-1.1493328182217175,-0.18057289701229617
17,3269,20210124,28790,33359,-1.156299735364962,-0.3916471346226795,25717,30285,-1.119007706386993,-0.49659630713392966,307.458,358.199,-1.3046994688013658,0.2460689021642879,209.331,243.879,-1.304725051520301,0.24613232514210548
18,3219,20210125,28790,33359,-1.1557620434979266,-0.3904531189384812,25717,30285,-1.1123609970288306,-0.49560923195127016,307.458,358.199,-1.1597806853397508,0.013623224610895157,209.331,243.879,-1.1597937468742143,0.013670323451234534
19,3064,20210126,28790,33359,-1.1557261784398354,-0.3907012821479836,25717,30285,-1.1118882120259352,-0.49292725685685523,307.458,358.199,-1.1616813324424946,0.06939323689082988,209.331,243.879,-1.1616932620923035,0.06945015543536837
20,3286,20210127,28790,33359,-1.1245989706021011,-0.39765460164277044,25717,30285,-1.0902096240237364,-0.4918811775416905,307.458,358.199,-1.1690393280456886,0.17521936334701227,209.331,243.879,-1.1690487860717262,0.175251357301776
21,3203,20210128,28790,33192,-1.1467652734025646,-0.34694825839926224,25717,30095,-1.116948300787444,-0.43217687195969523,307.458,358.199,-1.2133124394794004,0.30434002705411967,209.331,243.879,-1.213309145045474,0.3043429709792349
22,3447,20210129,28790,33152,-1.1380970503676056,-0.3106767587601209,25717,29933,-1.1226947049239593,-0.3834768298471456,307.458,351.528,-1.4215326606436391,0.6342449681621711,209.331,239.336,-1.4215449460719696,0.6342723692275327
23,2906,20210130,28790,33152,-1.0481567722381429,-0.6071239536463131,25717,29933,-0.9838143722078669,-0.8481097902823724,307.458,351.528,-1.1423748183143871,-0.2098293778608089,209.331,239.336,-1.1423675633560515,-0.2098605783471008
24,2938,20210131,28364,33152,-1.1334550196464157,-0.35406050009729606,25458,29933,-1.0272543250821615,-0.7164942936224024,304.697,351.528,-1.2079695728422155,-0.028852003220615874,207.451,239.336,-1.2079665337025622,-0.028870144450790836
25,3046,20210201,28364,33152,-1.072819906534672,-0.3561594047345187,25458,29933,-0.9946314863104434,-0.7098825861973586,304.697,353.026,-1.2538683729490196,-0.033640323887732304,207.451,259.828,-0.22835212599466767,-0.321674237146071
26,3006,20210202,28364,32843,-1.134496614530134,-0.2834586924099334,25458,29726,-1.026816515838238,-0.6853671149312839,304.697,364.417,-0.9610722307502503,-0.29144935104599634,207.451,268.212,0.0021326034975315475,-0.9167278513994526
27,3132,20210203,28364,32843,-1.1356136553777048,-0.28040505435393737,25458,29726,-1.0244053924221201,-0.6887358070593037,304.697,366.195,-0.8679546943979952,-0.5186807316498605,207.451,269.521,-0.23361396332780351,-1.3028415278229613
28,3060,20210204,28364,32787,-1.1428951633380868,-0.27017947386508734,25458,29726,-1.018327400906709,-0.6978583264036207,304.697,366.195,-0.8960642852435097,-0.6281571441168357,207.451,269.521,-0.5559529604893397,-1.3131956500401585
29,3066,20210205,28364,32787,-1.1390700016667634,-0.2633215308662922,25458,29726,-1.0197998791143201,-0.6978682754693333,304.697,366.195,-1.0428308705748979,-0.5454652849399091,207.451,269.521,-0.9803778803655071,-0.8638689176985865
30,2763,20210206,28364,32787,-1.034017789707693,-0.6075552419561916,25458,29726,-1.0232503285101435,-0.6862322052312293,304.697,366.195,-1.3741797594699727,0.48287409452435837,207.451,269.521,-1.6476839726714916,1.1965038373801802
31,3047,20210207,28678,32787,-0.9710953723547184,-0.7876723938237613,25915,29726,-0.9401352305557801,-0.9294985269153719,322.592,366.195,-0.9874520632828946,-0.5306620413035916,237.429,269.521,-0.9873849099416602,-0.530811603895184
32,2880,20210208,28678,32787,-0.6945798380885129,-1.1118689632741945,25915,29726,-0.6257412707104406,-1.2751368771295954,322.592,366.195,-0.7359528425321651,-0.9410690806427442,237.429,269.521,-0.7359131807837117,-0.941150214044745
33,2887,20210209,28678,32787,-0.10780502579542149,-1.678419167484715,25915,29655,-0.05287623300923487,-1.7343277002753648,322.592,366.195,-0.12409630633003368,-1.5457420043952126,237.429,269.521,-0.12406219131201558,-1.5457601353851154
34,2833,20210210,27257,32787,0.07507960980178688,-1.2587207378058667,24370,29655,0.06309086032615381,-1.2038518032556391,306.312,365.655,-0.09985571835707917,-1.0686096709578192,225.447,269.124,-0.09982707753554623,-1.0686019285778996
35,2992,20210211,24966,32351,-0.31431554530818884,-0.6371250923359617,22133,29291,-0.3555703393727678,-0.5779909135162327,282.821,363.13,-0.40060294612672465,-0.6592547816920789,208.157,267.264,-0.40065372085500234,-0.6592167723920381
36,3024,20210212,24905,30962,-0.2634382821273201,-1.2966638843692055,21913,27915,-0.33019323902879266,-1.3010063275970651,271.573,344.85,-0.458357485526253,-1.279278583199562,199.878,253.811,-0.4583842887384917,-1.2792485496046444
37,2911,20210213,24905,30962,0.29702565987938795,-1.3320403925552249,21913,27915,0.22555375790523327,-1.4398102248318725,271.573,344.85,0.0838700140063045,-1.5443376746435973,199.878,253.811,0.08386421514396382,-1.5443419198301742
38,2644,20210214,24905,30962,0.8211587786249049,-0.8531226733631434,21913,27915,0.7752156388573518,-0.9490004891858841,271.573,344.85,0.6198827217017654,-1.251875775670058,199.878,253.811,0.6198770234480829,-1.251883478948087
39,3001,20210215,24905,28994,1.06535809289255,-0.26652413211011483,21913,26114,0.9574900038295431,-0.43354083205977734,271.573,330.778,1.081849180383478,-0.183208808551512,199.878,243.454,1.0818492131091066,-0.18321632100859642
40,2824,20210216,24905,27716,0.6553591056089833,-1.2408139820319084,21913,24715,0.49104641578112446,-1.4528532833681498,271.573,306.312,0.5190928924293101,-1.2143934232167142,199.878,225.447,0.5191082119445489,-1.2143665088839117
41,2907,20210217,24905,30715,1.314233518351021,0.31003202823072584,21913,27891,1.2915666220137791,0.32653938632114077,271.573,338.515,1.3786531636599988,0.6103398052365123,199.878,249.148,1.3786387586603743,0.6103009111019255
42,2885,20210218,24905,31440,0.6357722205860448,-1.2842002363760665,21913,28533,0.6109438757090123,-1.281187621021762,271.573,350.32,0.7038570166659314,-1.166991579022868,199.878,257.837,0.7038552677841386,-1.1669839271334526
